"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12883","登录方法","scripts.shopping","Sat May 23 16:06:22 CST 2026","passed","Sat May 23 16:06:35 CST 2026","TestLogin","test_login","",""
